user_id,date,activity_type,duration_minutes,calories_burned,distance_km,avg_heart_rate,steps,sleep_hours,water_intake_liters,weight_kg,bmi,fitness_goal,age,gender
U112,2024-04-28,Walking,88,892,11.06,160,18713,6.7,3.4,80.9,31.3,Muscle Gain,41,Male
U113,2024-02-13,Yoga,39,381,0,169,4709,4.0,2.1,64.4,18.4,Flexibility,37,Female
U114,2024-02-15,Yoga,63,568,0,134,6001,4.2,1.5,54.9,22.3,Muscle Gain,52,Male
U115,2024-04-22,Weight Training,26,233,0,137,18817,9.7,2.7,78.9,24.9,Endurance,56,Female
U116,2024-10-20,Cycling,78,897,4.54,152,2879,5.2,2.0,80.0,21.9,Endurance,22,Male
U117,2024-10-11,Yoga,104,798,0,132,5054,9.8,1.8,98.5,28.6,General Fitness,38,Male
U118,2024-08-11,Weight Training,72,554,0,123,5778,8.5,2.4,100.0,33.3,Weight Loss,18,Female
U119,2024-08-29,Yoga,43,308,0,165,16910,8.1,3.0,64.0,25.6,Muscle Gain,20,Male
U120,2024-06-23,Weight Training,37,253,0,143,16784,6.0,3.3,80.0,21.2,Weight Loss,18,Female
U121,2024-02-29,Yoga,83,913,0,165,11944,8.2,3.9,93.5,34.9,General Fitness,23,Female
U122,2024-07-03,Walking,17,186,2.29,110,17848,4.3,2.8,100.9,27.8,General Fitness,37,Female
U123,2024-06-28,Walking,30,172,1.65,163,17488,6.4,3.6,71.7,21.7,Flexibility,39,Female
U124,2024-01-13,Swimming,80,716,7.65,111,14694,8.1,1.6,80.4,29.3,Muscle Gain,55,Male
U125,2024-04-03,Yoga,102,781,0,134,15659,4.1,2.3,93.4,27.5,Flexibility,22,Male
U126,2024-01-21,Swimming,67,701,6.54,169,16511,9.3,3.7,76.3,26.4,Muscle Gain,54,Female
U127,2024-05-02,Swimming,63,413,6.1,113,16550,4.4,3.4,53.3,17.9,Endurance,25,Male
U128,2024-04-28,Walking,37,233,4.78,142,19682,9.8,3.0,60.1,22.6,Muscle Gain,33,Male
U129,2024-07-12,Swimming,42,391,6.0,122,11172,6.3,3.4,98.9,27.2,General Fitness,34,Male
U130,2024-06-05,Running,66,612,7.62,114,13174,6.6,3.6,69.4,26.9,Weight Loss,26,Female
U131,2024-10-11,Weight Training,76,760,0,96,3081,8.7,3.6,65.9,21.2,Endurance,36,Female
U132,2024-03-14,HIIT,46,264,0,164,19048,8.7,1.8,71.7,19.1,General Fitness,18,Female
U133,2024-08-05,Weight Training,71,558,0,128,6325,6.2,3.4,78.8,22.0,General Fitness,51,Female
U134,2024-02-17,Walking,18,175,0.98,165,6261,5.0,1.7,54.5,18.0,General Fitness,38,Female
U135,2024-09-22,Walking,41,478,5.23,106,19692,8.9,2.7,96.6,37.1,Flexibility,30,Male
U136,2024-10-22,Yoga,117,713,0,129,13871,8.8,1.5,99.0,32.7,Flexibility,37,Female
U137,2024-01-22,Cycling,69,349,4.79,113,19757,7.3,1.0,50.3,17.8,Muscle Gain,51,Female
U138,2024-02-12,Yoga,58,568,0,109,2694,4.9,1.5,92.2,26.9,Flexibility,41,Female
U139,2024-05-17,HIIT,49,267,0,125,19361,7.0,1.4,101.9,41.0,Flexibility,44,Male
U140,2024-05-21,CrossFit,55,525,0,92,5200,6.1,2.2,90.8,30.4,Muscle Gain,21,Male
U141,2024-10-20,Walking,22,184,3.1,133,11579,8.4,3.8,98.3,37.0,Endurance,50,Female
U142,2024-03-19,Swimming,45,441,3.22,158,2342,6.6,3.4,101.9,35.9,Muscle Gain,26,Female
U143,2024-07-05,CrossFit,24,165,0,158,13214,7.0,1.3,88.1,36.5,Weight Loss,24,Female
U144,2024-03-02,CrossFit,92,1091,0,151,6333,4.2,1.4,54.4,21.2,General Fitness,27,Female
U145,2024-09-01,Swimming,45,296,2.92,162,16744,9.1,3.5,84.5,23.6,General Fitness,39,Male
U146,2024-08-15,Cycling,58,507,8.34,137,12574,8.9,1.2,100.5,28.7,Weight Loss,36,Male
U147,2024-04-03,Running,115,950,15.3,148,11919,8.2,1.3,97.5,34.8,Endurance,53,Female
U148,2024-02-05,Weight Training,89,701,0,139,6269,6.1,1.2,105.5,39.0,Muscle Gain,37,Female
U149,2024-06-05,CrossFit,45,464,0,145,17108,6.9,3.6,65.5,24.8,Muscle Gain,58,Female
U150,2024-06-21,Yoga,94,1060,0,156,18233,5.0,3.9,72.6,24.0,Flexibility,37,Male
U151,2024-08-29,Running,35,325,3.75,118,10854,9.6,2.9,88.4,34.5,General Fitness,44,Male
U152,2024-05-27,Running,107,572,8.42,166,4156,6.5,2.1,63.7,21.6,Muscle Gain,43,Female
U153,2024-05-17,Swimming,31,234,3.39,94,9235,6.5,2.8,53.2,15.5,Weight Loss,24,Female
U154,2024-09-08,Swimming,74,495,10.69,104,17077,5.1,1.5,68.6,27.6,Endurance,44,Male
U155,2024-08-17,Running,96,524,7.35,168,9299,5.3,2.0,81.6,24.0,Endurance,28,Male
U156,2024-02-12,Weight Training,116,1361,0,131,15672,8.1,3.7,78.9,26.0,Endurance,33,Male
U157,2024-04-13,Swimming,36,288,5.09,128,17236,8.4,1.7,69.5,28.3,Muscle Gain,56,Male
U158,2024-08-19,Running,105,1238,5.83,128,16853,6.4,3.6,88.7,31.8,General Fitness,49,Male
U159,2024-03-14,HIIT,55,375,0,96,11310,5.1,1.7,74.0,24.2,Weight Loss,45,Female
U160,2024-10-27,HIIT,118,1302,0,163,9360,7.7,1.9,63.9,20.2,Weight Loss,35,Female
U161,2024-04-23,Weight Training,109,1138,0,165,8003,8.7,3.1,60.5,20.0,Endurance,47,Male
U162,2024-06-23,Weight Training,120,1270,0,155,5231,9.4,1.7,106.1,39.3,Muscle Gain,58,Male
U163,2024-10-18,Running,38,452,3.51,102,7856,4.9,3.3,106.0,43.6,General Fitness,41,Male
U164,2024-03-08,CrossFit,35,188,0,119,13365,4.3,3.7,74.0,28.9,Endurance,24,Male
U165,2024-05-16,CrossFit,105,590,0,135,12625,7.2,2.5,98.2,26.3,Weight Loss,35,Male
U166,2024-07-09,Swimming,97,1040,11.4,133,14886,5.8,1.2,87.2,30.2,Weight Loss,26,Female
U167,2024-06-25,Weight Training,80,848,0,94,17935,8.6,1.2,55.5,20.4,Weight Loss,40,Male
U168,2024-09-11,Yoga,93,1090,0,98,17415,4.7,3.1,101.5,36.2,Weight Loss,43,Female
U169,2024-03-02,Weight Training,37,433,0,170,6307,9.9,2.2,51.0,14.7,Flexibility,26,Male
U170,2024-06-09,HIIT,106,850,0,130,6306,4.1,3.3,77.5,20.9,Weight Loss,36,Male
U171,2024-06-05,Running,55,508,6.38,154,13747,8.0,2.3,76.7,21.2,Muscle Gain,31,Female
U172,2024-02-19,Running,79,418,10.0,94,5581,4.3,3.7,95.9,32.5,Weight Loss,31,Male
U173,2024-07-19,CrossFit,80,693,0,161,5216,7.2,1.6,66.9,17.8,Weight Loss,42,Male
U174,2024-01-24,Cycling,67,788,6.52,158,13544,4.5,3.5,71.2,24.1,Endurance,58,Male
U175,2024-03-20,Walking,57,681,7.17,158,7253,6.3,1.5,52.1,17.2,Flexibility,28,Male
U176,2024-08-26,Cycling,101,977,13.78,147,7057,7.8,2.4,71.1,25.7,General Fitness,32,Male
U177,2024-10-18,Weight Training,21,217,0,167,16530,9.7,2.6,85.9,26.5,Endurance,24,Female
U178,2024-01-19,HIIT,51,471,0,116,15489,6.8,1.2,73.3,26.7,Flexibility,42,Female
U179,2024-08-08,CrossFit,62,339,0,161,13063,8.6,3.7,55.0,19.7,Weight Loss,40,Female
U180,2024-03-16,Walking,41,491,3.07,101,18507,4.3,2.9,76.3,23.9,Weight Loss,20,Male
U181,2024-09-01,HIIT,82,889,0,134,16041,6.0,3.4,64.4,21.3,Flexibility,33,Male
U182,2024-05-24,Weight Training,27,206,0,161,17762,4.6,3.3,100.4,39.6,General Fitness,48,Male
U183,2024-06-24,Running,28,168,3.26,107,14286,9.7,1.9,69.3,21.1,Endurance,55,Male
U184,2024-06-07,Running,100,894,14.18,116,18252,6.4,2.4,81.2,26.8,Flexibility,24,Female
U185,2024-02-10,Weight Training,16,102,0,126,10150,7.2,3.3,53.6,22.0,Endurance,32,Female
U186,2024-10-16,Swimming,93,664,13.36,92,18112,8.1,3.1,56.4,14.9,Flexibility,38,Female
U187,2024-06-21,Walking,111,856,11.23,153,8378,6.2,2.6,97.9,37.6,Muscle Gain,46,Female
U188,2024-08-27,Walking,22,110,1.38,94,6248,5.3,3.9,52.3,18.0,Flexibility,24,Male
U189,2024-09-16,HIIT,25,240,0,156,3424,9.0,1.3,81.0,25.0,Weight Loss,39,Male
U190,2024-05-21,Walking,66,529,7.98,104,7888,5.3,1.4,81.6,29.3,Flexibility,58,Male
U191,2024-05-24,Walking,117,743,6.82,107,17520,6.3,2.0,83.1,23.6,Endurance,37,Male
U192,2024-05-05,Running,33,201,4.87,161,6888,5.5,2.6,73.6,21.7,Flexibility,33,Female
U193,2024-10-27,Cycling,53,401,3.85,99,5600,9.5,1.1,59.1,17.8,Weight Loss,34,Male
U194,2024-09-13,Weight Training,100,901,0,90,14557,4.5,1.8,105.8,30.4,General Fitness,25,Male
U195,2024-04-18,Swimming,108,778,15.64,166,6686,9.3,3.2,74.6,23.8,Endurance,22,Male
U196,2024-10-14,Weight Training,48,266,0,101,8488,8.5,2.5,56.7,15.8,Weight Loss,37,Male
U197,2024-06-07,HIIT,25,247,0,119,7130,5.9,1.3,102.4,31.0,Endurance,46,Male
U198,2024-09-14,HIIT,68,340,0,125,3565,8.8,3.7,77.2,27.7,Flexibility,51,Male
U199,2024-06-16,Cycling,17,108,1.3,135,14770,5.6,2.4,106.8,41.2,Flexibility,56,Female
U200,2024-09-25,Running,73,735,3.85,117,16736,5.6,2.9,84.8,23.0,Flexibility,18,Male
U001,2024-07-26,Weight Training,92,528,0,119,14883,8.5,4.0,67.3,25.5,Endurance,22,Male
U002,2024-09-07,Walking,17,111,1.58,147,13488,5.4,1.2,88.8,36.1,Flexibility,33,Male
U003,2024-01-20,Running,25,129,2.58,141,12888,5.8,3.4,59.9,22.3,Flexibility,36,Male
U004,2024-10-25,Running,50,404,7.25,141,17200,7.6,3.6,72.7,22.3,General Fitness,55,Female
U005,2024-08-21,Yoga,81,444,0,91,10075,6.4,1.3,109.3,29.7,Flexibility,18,Male
U006,2024-01-19,CrossFit,77,896,0,118,17744,5.9,3.7,85.7,24.4,Flexibility,51,Male
U007,2024-05-17,Cycling,24,194,2.58,144,3706,10.0,1.8,51.4,14.0,Endurance,36,Male
U008,2024-10-16,HIIT,57,623,0,144,16671,5.7,1.7,89.9,29.1,Flexibility,39,Female
U009,2024-01-29,Swimming,44,394,2.68,93,8917,8.4,2.1,104.4,28.9,Endurance,57,Male
U010,2024-02-23,Walking,95,743,8.06,139,5659,9.7,2.8,88.9,29.6,Flexibility,31,Female
U011,2024-06-27,Walking,103,1173,7.96,153,6988,9.6,1.6,94.8,30.1,General Fitness,42,Female
U012,2024-05-03,Weight Training,94,570,0,151,14714,7.3,3.0,65.6,26.2,Endurance,54,Male
U013,2024-04-27,Cycling,112,937,12.42,146,3093,6.6,2.1,83.6,33.0,Endurance,47,Male
U014,2024-07-08,Cycling,106,620,6.74,93,14884,8.2,2.8,86.7,23.4,Endurance,43,Female
U015,2024-06-16,Walking,41,440,4.24,166,16675,4.1,3.8,89.8,27.7,Endurance,49,Male
U016,2024-07-21,Weight Training,91,911,0,122,6335,6.9,3.5,55.9,17.9,Flexibility,55,Male
U017,2024-01-25,HIIT,56,329,0,97,12789,4.1,3.8,73.4,29.7,Weight Loss,25,Male
U018,2024-09-20,Cycling,119,867,6.83,99,17062,5.2,1.8,65.1,18.8,Weight Loss,26,Male
U019,2024-07-11,Weight Training,15,79,0,161,18777,4.8,3.3,81.9,29.3,General Fitness,57,Male
U020,2024-08-26,Walking,76,448,8.92,117,4410,4.4,3.0,81.8,26.8,Muscle Gain,58,Female
U021,2024-03-12,HIIT,55,553,0,98,6538,4.8,1.2,109.5,35.0,Weight Loss,44,Male
U022,2024-04-24,Cycling,82,827,7.36,126,5983,6.9,1.2,87.8,23.3,Weight Loss,27,Male
U023,2024-02-03,Walking,48,496,5.71,145,9822,6.5,1.6,104.8,32.6,Flexibility,47,Female
U024,2024-04-01,Yoga,16,173,0,108,9383,8.7,3.0,92.8,27.3,Endurance,26,Male
U025,2024-03-25,Walking,118,965,7.1,138,9877,6.8,1.8,100.7,31.9,Muscle Gain,38,Male
U026,2024-10-04,Walking,112,761,8.97,156,11123,8.6,1.7,105.3,32.4,Flexibility,50,Male
U027,2024-10-14,Cycling,24,171,3.53,118,3518,6.6,1.1,92.5,38.0,Flexibility,48,Male
U028,2024-09-03,HIIT,55,545,0,166,3828,8.6,3.7,91.9,35.2,General Fitness,48,Male
U029,2024-04-01,Swimming,60,542,7.13,92,10730,9.7,3.9,78.1,30.6,Flexibility,43,Male
U030,2024-10-17,Weight Training,33,208,0,155,11730,4.4,3.4,60.5,21.5,Flexibility,47,Male
U031,2024-10-15,CrossFit,116,1043,0,167,13763,9.9,3.6,69.0,24.2,Muscle Gain,34,Female
U032,2024-04-21,Yoga,102,570,0,98,17711,8.1,4.0,107.8,35.9,General Fitness,45,Male
U033,2024-03-23,HIIT,65,760,0,149,16125,4.6,1.5,106.9,38.5,Muscle Gain,31,Male
U034,2024-05-09,Running,84,445,7.54,121,3050,8.5,2.5,58.8,15.7,General Fitness,26,Female
U035,2024-08-13,Weight Training,36,381,0,95,17456,8.1,2.6,62.2,23.7,Muscle Gain,45,Female
U036,2024-10-08,Yoga,84,625,0,113,2087,6.8,1.0,87.0,24.4,Endurance,26,Female
U037,2024-06-16,Yoga,101,554,0,110,18058,7.7,2.3,103.3,31.8,Weight Loss,28,Female
U038,2024-06-04,HIIT,57,321,0,92,2600,9.7,3.7,51.9,20.4,General Fitness,34,Male
U039,2024-06-13,Swimming,69,768,4.89,96,2421,5.3,1.0,77.1,30.1,Weight Loss,27,Male
U040,2024-08-10,Running,105,1189,12.28,108,10999,5.2,2.4,98.4,31.1,General Fitness,27,Male
U041,2024-01-05,Cycling,68,677,4.9,144,15968,7.7,3.5,78.3,23.6,Muscle Gain,31,Male
U042,2024-08-25,Yoga,62,430,0,122,4106,9.7,2.2,76.2,27.8,Weight Loss,19,Female
U043,2024-03-14,Yoga,115,1166,0,160,2900,4.6,3.2,55.7,19.0,General Fitness,44,Male
U044,2024-10-20,Running,90,531,5.36,135,2198,5.9,1.1,86.6,24.7,Flexibility,24,Male
U045,2024-10-09,Cycling,57,618,6.89,137,7236,8.2,3.1,58.0,16.6,Weight Loss,38,Male
U046,2024-06-05,CrossFit,97,787,0,128,9700,6.1,1.8,53.4,15.9,Flexibility,43,Male
U047,2024-03-22,HIIT,110,1220,0,115,13931,4.3,1.3,56.9,20.1,Endurance,38,Female
U048,2024-10-27,Swimming,74,600,7.72,158,7805,6.4,1.7,109.0,39.5,Weight Loss,33,Male
U049,2024-08-09,Yoga,60,636,0,158,18629,4.0,3.3,78.3,22.0,Weight Loss,37,Male
U050,2024-06-29,Swimming,92,1098,6.63,132,11667,8.0,2.1,102.8,41.8,General Fitness,44,Female
U051,2024-10-07,HIIT,71,601,0,167,4892,4.6,1.6,77.0,24.1,Muscle Gain,19,Female
U052,2024-07-18,HIIT,74,583,0,108,16488,9.2,2.0,102.1,40.3,Weight Loss,53,Female
U053,2024-04-13,CrossFit,19,201,0,103,13423,8.0,3.9,60.9,17.6,Flexibility,51,Female
U054,2024-09-21,Running,15,171,1.04,148,16176,8.1,1.2,90.3,27.7,General Fitness,57,Male
U055,2024-09-02,Running,102,1215,10.16,139,5467,8.4,3.2,93.8,29.6,General Fitness,56,Male
U056,2024-09-23,CrossFit,28,264,0,132,14908,9.6,3.7,101.4,37.8,Flexibility,52,Female
U057,2024-04-30,Swimming,80,604,9.14,161,18780,6.4,3.0,82.8,24.0,General Fitness,47,Female
U058,2024-10-25,Weight Training,21,209,0,162,2280,7.9,2.4,79.8,28.8,General Fitness,59,Female
U059,2024-03-28,Yoga,55,453,0,122,12148,5.7,3.5,52.6,18.0,Flexibility,26,Female
U060,2024-05-12,HIIT,51,488,0,128,16808,9.0,4.0,56.5,19.4,Muscle Gain,39,Male
U061,2024-07-05,HIIT,95,898,0,162,3775,6.8,2.8,97.0,25.9,General Fitness,38,Female
U062,2024-06-05,Weight Training,101,856,0,143,4360,6.3,2.6,109.8,41.0,Weight Loss,49,Male
U063,2024-04-08,Running,71,679,4.24,149,17259,9.7,1.3,105.3,32.3,Endurance,60,Male
U064,2024-01-07,Running,77,658,5.53,164,7135,4.9,1.6,92.7,32.9,Muscle Gain,30,Female
U065,2024-07-20,HIIT,31,362,0,132,3416,8.4,1.7,95.9,25.6,Endurance,30,Male
U066,2024-04-06,CrossFit,45,323,0,132,5895,5.7,2.4,65.7,19.7,Muscle Gain,26,Male
U067,2024-07-01,Yoga,76,639,0,127,15889,8.8,2.0,52.0,19.2,Endurance,41,Female
U068,2024-06-07,CrossFit,20,227,0,109,3204,4.2,1.3,65.1,24.6,Endurance,41,Female
U069,2024-03-16,CrossFit,117,905,0,110,5531,7.3,1.7,89.8,35.6,Flexibility,18,Female
U070,2024-05-01,HIIT,18,145,0,141,5387,9.4,1.5,59.0,15.7,Weight Loss,41,Female
U071,2024-06-23,Yoga,51,404,0,135,10137,8.0,3.8,72.3,25.6,General Fitness,39,Male
U072,2024-04-20,Swimming,67,434,5.58,90,18374,7.0,3.3,86.3,26.1,Muscle Gain,59,Male
U073,2024-05-05,CrossFit,67,737,0,114,4022,5.6,3.5,52.1,16.9,Flexibility,54,Female
U074,2024-01-12,Swimming,69,774,7.33,113,8021,4.9,2.7,72.5,25.5,Flexibility,24,Female
U075,2024-10-26,Running,70,665,9.91,93,4199,9.7,3.0,60.4,24.4,Muscle Gain,34,Female
U076,2024-05-01,Running,73,588,7.12,110,5752,6.3,3.2,83.1,31.4,Muscle Gain,55,Male
U077,2024-03-22,Swimming,88,1006,11.29,168,6807,4.7,3.6,63.5,20.9,Muscle Gain,44,Male
U078,2024-05-26,Running,86,505,5.55,119,17181,6.7,1.8,77.2,31.3,General Fitness,53,Female
U079,2024-03-22,CrossFit,109,958,0,146,7456,9.3,3.8,53.7,20.3,General Fitness,19,Male
U080,2024-05-18,Swimming,68,804,7.16,127,10476,6.5,2.3,80.2,28.4,Flexibility,44,Male
U081,2024-06-24,Walking,119,1171,6.18,144,10692,6.6,3.1,65.4,18.6,Muscle Gain,41,Female
U082,2024-05-19,Weight Training,72,637,0,122,17377,7.0,3.7,65.7,22.0,Flexibility,38,Female
U083,2024-03-19,CrossFit,73,761,0,96,16220,4.5,3.7,80.8,25.1,General Fitness,37,Male
U084,2024-07-12,Walking,81,439,8.9,155,6804,9.4,3.1,54.3,16.6,Endurance,25,Female
U085,2024-10-04,Running,15,110,2.05,99,18906,9.6,1.1,73.2,21.7,General Fitness,18,Male
U086,2024-02-02,Cycling,103,1120,11.76,138,12014,10.0,3.9,84.6,29.4,Muscle Gain,47,Male
U087,2024-07-23,Cycling,37,382,5.54,107,13828,5.4,2.1,91.1,36.3,Weight Loss,23,Male
U088,2024-07-23,Yoga,86,441,0,146,2090,9.6,1.4,50.1,16.3,Flexibility,24,Female
U089,2024-10-07,Swimming,20,167,2.3,97,17443,9.0,1.2,63.6,21.5,General Fitness,41,Female
U090,2024-10-19,Walking,72,712,8.27,127,15509,4.5,1.2,108.5,43.1,Weight Loss,21,Female
U091,2024-05-27,Running,119,683,12.56,136,2920,8.4,1.0,52.9,18.5,General Fitness,48,Male
U092,2024-08-28,Weight Training,105,1026,0,112,3073,4.5,4.0,60.3,16.5,Endurance,57,Female
U093,2024-08-19,Yoga,97,797,0,132,9538,9.2,2.3,85.7,25.1,Endurance,34,Male
U094,2024-02-27,HIIT,34,261,0,168,10451,8.0,1.5,66.9,22.8,Endurance,31,Female
U095,2024-04-27,Yoga,20,231,0,136,5044,9.4,4.0,64.3,17.4,Flexibility,45,Female
U096,2024-08-22,CrossFit,63,550,0,138,2157,9.0,2.0,79.8,31.8,Endurance,56,Male
U097,2024-01-30,HIIT,81,574,0,140,18915,7.1,1.8,85.3,34.9,Muscle Gain,39,Female
U098,2024-04-17,Swimming,51,517,5.99,146,10371,5.6,1.1,87.0,27.7,Muscle Gain,34,Female
U099,2024-09-22,Weight Training,55,330,0,146,5580,4.6,1.3,91.5,37.0,Endurance,22,Female
U100,2024-10-22,Walking,101,804,10.22,160,12535,7.6,3.5,54.6,19.1,Flexibility,25,Male
U101,2024-03-20,Running,119,1144,14.56,115,11011,8.2,3.6,50.5,14.7,Muscle Gain,60,Female
U102,2024-10-21,Yoga,34,252,0,153,6399,4.1,3.6,67.8,19.2,General Fitness,48,Male
U103,2024-05-30,Swimming,23,252,3.0,150,10368,7.7,2.6,76.8,26.4,Muscle Gain,55,Male
U104,2024-08-08,CrossFit,28,234,0,160,10259,8.1,4.0,102.8,41.1,Weight Loss,47,Male
U105,2024-08-07,CrossFit,58,507,0,124,13276,8.8,2.9,103.8,35.1,General Fitness,50,Female
U106,2024-04-30,CrossFit,75,548,0,125,12793,7.1,3.7,95.5,25.5,Endurance,18,Male
U107,2024-08-10,Swimming,107,1235,15.96,117,15629,10.0,3.8,91.5,24.4,Muscle Gain,47,Female
U108,2024-09-27,Cycling,104,943,7.81,121,18906,7.6,1.3,100.4,28.2,Endurance,36,Female
U109,2024-07-24,Weight Training,69,692,0,134,15340,4.7,3.7,108.9,37.1,Muscle Gain,26,Male
U110,2024-01-18,Running,118,974,13.66,132,10268,7.1,3.6,108.1,42.7,Muscle Gain,26,Female
U111,2024-09-08,Yoga,45,303,0,117,16417,9.8,1.5,103.1,31.5,Weight Loss,52,Female
U112,2024-02-09,Swimming,51,361,7.0,135,15709,5.1,1.2,98.4,38.3,Muscle Gain,52,Male
U113,2024-06-12,CrossFit,84,918,0,161,17999,7.2,3.4,104.4,35.4,Endurance,40,Female
U114,2024-09-24,Walking,63,417,5.88,127,4618,7.1,1.1,87.7,28.0,Muscle Gain,39,Male
U115,2024-05-19,Cycling,36,410,3.68,159,14492,6.6,1.1,105.5,29.7,Flexibility,55,Female
U116,2024-04-22,Swimming,83,706,5.45,158,11389,6.7,1.1,59.2,21.8,Muscle Gain,57,Female
U117,2024-08-11,Cycling,116,1175,15.83,116,7221,9.5,1.6,76.0,26.2,Endurance,26,Female
U118,2024-08-24,CrossFit,84,648,0,144,19746,8.2,3.3,61.2,23.7,Flexibility,19,Male
U119,2024-07-27,Swimming,15,128,2.12,147,9421,9.0,2.3,54.8,16.1,Muscle Gain,60,Male
U120,2024-03-07,Weight Training,49,463,0,134,14067,6.9,2.0,75.5,28.5,Flexibility,49,Male
U121,2024-03-05,Running,47,343,3.95,135,17394,5.3,3.8,96.6,36.0,Muscle Gain,53,Female
U122,2024-05-28,CrossFit,17,122,0,110,10341,4.3,3.2,59.1,20.8,Flexibility,51,Male
U123,2024-02-05,CrossFit,73,696,0,127,5416,4.6,2.4,83.5,23.3,Endurance,55,Female
U124,2024-01-06,Yoga,66,731,0,148,9629,7.2,3.5,109.2,38.4,Endurance,35,Female
U125,2024-09-30,Walking,78,797,5.52,112,4311,9.8,1.5,82.7,29.2,Flexibility,46,Male
U126,2024-03-22,Running,99,1083,13.77,120,10577,9.6,2.7,85.6,24.0,Flexibility,35,Male
U127,2024-05-05,CrossFit,67,346,0,161,12585,5.2,1.3,106.6,43.3,General Fitness,50,Male
U128,2024-01-28,Cycling,45,452,4.52,101,14318,4.9,1.7,71.4,22.8,Endurance,53,Male
U129,2024-08-22,Running,84,816,12.15,136,9158,5.2,1.8,98.5,34.9,Weight Loss,26,Female
U130,2024-07-07,CrossFit,36,308,0,148,4322,10.0,3.8,71.9,24.2,Flexibility,55,Female
U131,2024-05-02,HIIT,78,575,0,133,14152,9.9,1.1,70.6,19.4,Flexibility,26,Male
U132,2024-06-09,CrossFit,29,205,0,136,11379,9.4,2.7,87.5,23.6,Muscle Gain,60,Female
U133,2024-02-04,Swimming,118,1360,17.02,157,18404,5.0,3.3,73.7,26.3,General Fitness,58,Male
U134,2024-03-10,Cycling,53,573,4.63,127,11694,5.9,1.2,62.3,17.9,Flexibility,58,Female
U135,2024-05-03,Yoga,74,474,0,155,19921,4.8,3.9,61.3,18.1,Muscle Gain,23,Male
U136,2024-01-12,Yoga,51,258,0,112,8562,10.0,2.3,67.4,19.0,General Fitness,34,Male
U137,2024-10-25,Swimming,117,1171,15.48,94,13852,8.3,3.0,71.2,22.5,General Fitness,21,Male
U138,2024-06-03,Yoga,119,993,0,122,4901,4.8,3.7,64.2,24.7,Flexibility,18,Male
U139,2024-08-09,Cycling,115,666,14.95,119,10584,8.8,3.1,78.4,29.5,Muscle Gain,47,Female
U140,2024-04-14,Walking,26,163,1.92,106,5800,8.6,1.5,96.4,29.8,General Fitness,23,Male
U141,2024-09-27,Running,26,182,3.53,161,3126,5.0,2.6,86.1,27.4,Weight Loss,55,Female
U142,2024-04-21,Walking,53,565,3.49,104,5528,8.1,3.6,52.2,20.1,Muscle Gain,38,Female
U143,2024-06-02,Weight Training,27,218,0,109,9651,8.6,3.6,87.6,28.7,Weight Loss,48,Male
U144,2024-01-19,Running,98,639,10.27,162,5022,7.7,3.7,97.6,32.2,Endurance,19,Male
U145,2024-07-07,Weight Training,107,689,0,110,2751,8.6,4.0,66.3,19.0,Flexibility,19,Female
U146,2024-03-19,Cycling,47,529,4.58,140,13303,4.3,3.1,77.2,22.5,Endurance,59,Female
U147,2024-09-14,Swimming,43,237,3.77,116,5855,6.4,3.5,89.7,24.0,Weight Loss,23,Male
U148,2024-04-15,HIIT,113,1268,0,146,3015,9.7,3.3,84.4,29.1,Weight Loss,45,Female
U149,2024-05-05,CrossFit,17,86,0,166,11205,6.4,2.8,100.2,34.3,Muscle Gain,33,Male
U150,2024-02-03,CrossFit,22,114,0,103,12429,7.1,1.0,51.6,16.9,Endurance,59,Male
U151,2024-05-30,Walking,40,269,2.86,117,3003,8.8,2.2,103.4,29.8,Endurance,52,Male
U152,2024-03-13,Swimming,46,380,5.06,90,18150,5.1,2.6,103.4,28.2,Endurance,53,Female
U153,2024-01-13,Yoga,60,432,0,104,8932,7.7,1.3,84.6,28.7,Muscle Gain,37,Male
U154,2024-04-08,Weight Training,69,584,0,161,8756,7.3,2.5,73.8,23.4,Muscle Gain,33,Male
U155,2024-08-08,Running,48,473,4.37,146,13930,7.1,2.2,103.9,37.7,Flexibility,35,Male
U156,2024-08-14,Walking,44,371,2.59,94,15117,5.4,2.4,70.7,27.0,Flexibility,43,Male
U157,2024-08-12,Cycling,48,360,3.85,155,5389,4.7,3.3,65.2,26.1,Muscle Gain,52,Male
U158,2024-01-16,Yoga,106,688,0,138,4242,4.4,2.6,57.1,20.4,Muscle Gain,42,Male
U159,2024-05-12,Cycling,81,749,7.29,92,12906,6.1,3.1,66.2,17.6,Muscle Gain,43,Male
U160,2024-05-19,Walking,79,811,11.26,119,18378,6.7,4.0,98.4,37.1,Endurance,35,Female
U161,2024-07-30,HIIT,101,795,0,144,2939,4.1,4.0,101.1,40.1,Muscle Gain,27,Female
U162,2024-08-15,Swimming,43,506,3.77,165,17452,9.4,3.1,91.4,27.9,Muscle Gain,42,Male
U163,2024-04-09,HIIT,99,1039,0,97,12644,9.0,2.9,51.3,14.7,Endurance,19,Male
U164,2024-01-10,Walking,102,1165,8.78,159,5719,4.4,2.2,91.6,33.5,Muscle Gain,35,Female
U165,2024-10-19,Yoga,39,432,0,150,17184,4.2,3.1,60.4,19.8,Endurance,60,Female
U166,2024-03-11,Cycling,54,576,5.91,135,10358,5.7,3.2,75.7,26.8,Weight Loss,48,Female
U167,2024-02-04,Walking,31,257,2.07,90,2392,4.7,3.9,94.5,24.9,Flexibility,31,Female
